0,1,2,3,4
NumUnit,NumUnit,WBC 9.84,unit,
NumUnit,NumUnit,mmml,magnitude,1
NumUnit,NumUnit,mmml,unit,
NumUnit,NumUnit,6.9 mmol/L,magnitude,1
NumUnit,NumUnit,6.9 mmol/L,unit,millimole per liter
NumUnit,NumUnit,10/9 l(1.03%),magnitude,1
NumUnit,NumUnit,10/9 l(1.03%),unit,billion per liter
NumUnit,NumUnit,70g,magnitude,1
NumUnit,NumUnit,70g,unit,
NumUnit,NumUnit,4.5MG,magnitude,1
NumUnit,NumUnit,4.5MG,unit,
NumUnit,NumUnit,times/5 weeks,magnitude,1
NumUnit,NumUnit,times/5 weeks,unit,
NumUnit,NumUnit,iu/L(25C),magnitude,1
NumUnit,NumUnit,iu/L(25C),unit,
NumUnit,NumUnit,dfiuhiu,magnitude,1
NumUnit,NumUnit,dfiuhiu,unit,
NumUnit,NumUnit,-3,magnitude,1
NumUnit,NumUnit,-3,unit,
NumUnit,NumUnit,wks.,magnitude,1
NumUnit,NumUnit,wks.,unit,
NumUnit,NumUnit,WBC 3.68,magnitude,1
NumUnit,NumUnit,WBC 3.68,unit,
NumUnit,NumUnit,umol/l  *,magnitude,1
NumUnit,NumUnit,umol/l  *,unit,
NumUnit,NumUnit,(<) umol/L,magnitude,1
NumUnit,NumUnit,(<) umol/L,unit,
NumUnit,NumUnit,10-20,magnitude,1
NumUnit,NumUnit,10-20,unit,
NumUnit,NumUnit,1859,magnitude,1
NumUnit,NumUnit,1859,unit,
NumUnit,NumUnit,x10^9/l(57.9%),magnitude,1
NumUnit,NumUnit,x10^9/l(57.9%),unit,billion per liter
NumUnit,NumUnit,WBC 9.19,magnitude,1
NumUnit,NumUnit,WBC 9.19,unit,
NumUnit,NumUnit,1125,magnitude,1
NumUnit,NumUnit,1125,unit,
NumUnit,NumUnit,x10^9/l(20.5%),magnitude,1
NumUnit,NumUnit,x10^9/l(20.5%),unit,billion per liter
NumUnit,NumUnit,1229,magnitude,1
NumUnit,NumUnit,1229,unit,
NumUnit,NumUnit,onz/week,magnitude,1
NumUnit,NumUnit,onz/week,unit,
NumUnit,NumUnit,x10^9/l(55.9%),magnitude,1
NumUnit,NumUnit,x10^9/l(55.9%),unit,billion per liter
NumUnit,NumUnit,x10^9/l(67.9%),magnitude,1
NumUnit,NumUnit,x10^9/l(67.9%),unit,billion per liter
NumUnit,NumUnit,stopped,magnitude,1
NumUnit,NumUnit,stopped,unit,
NumUnit,NumUnit,annual,magnitude,1
NumUnit,NumUnit,annual,unit,
NumUnit,NumUnit,ym/l,magnitude,1
NumUnit,NumUnit,ym/l,unit,
NumUnit,NumUnit,Urine cystine level,magnitude,1
NumUnit,NumUnit,Urine cystine level,unit,
NumUnit,NumUnit,1289,magnitude,1
NumUnit,NumUnit,1289,unit,
NumUnit,NumUnit,mounth,magnitude,1
NumUnit,NumUnit,mounth,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2013\JUN\317691.TIF,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2013\JUN\317691.TIF,unit,
NumUnit,NumUnit,CSF appearance: turbid,magnitude,1
NumUnit,NumUnit,CSF appearance: turbid,unit,
NumUnit,NumUnit,10/9 l(84),magnitude,1
NumUnit,NumUnit,10/9 l(84),unit,billion per liter
NumUnit,NumUnit,xy,magnitude,1
NumUnit,NumUnit,xy,unit,
NumUnit,NumUnit,apex,magnitude,1
NumUnit,NumUnit,apex,unit,
NumUnit,NumUnit,1051,magnitude,1
NumUnit,NumUnit,1051,unit,
NumUnit,NumUnit,U/bi-monthly,magnitude,1
NumUnit,NumUnit,U/bi-monthly,unit,
NumUnit,NumUnit,g/every 4 days,magnitude,1
NumUnit,NumUnit,g/every 4 days,unit,
NumUnit,NumUnit,mmol/ltr,magnitude,1
NumUnit,NumUnit,mmol/ltr,unit,millimole per liter
NumUnit,NumUnit,1020,magnitude,1
NumUnit,NumUnit,1020,unit,
NumUnit,NumUnit,WBC 10.27,magnitude,1
NumUnit,NumUnit,WBC 10.27,unit,
NumUnit,NumUnit,weeks and 6 days,magnitude,1
NumUnit,NumUnit,weeks and 6 days,unit,
NumUnit,NumUnit,mmop,magnitude,1
NumUnit,NumUnit,mmop,unit,
NumUnit,NumUnit,glass of wine,magnitude,1
NumUnit,NumUnit,glass of wine,unit,
NumUnit,NumUnit,Parvovirus B19 antibody level,magnitude,1
NumUnit,NumUnit,Parvovirus B19 antibody level,unit,
NumUnit,NumUnit,on occasions only,magnitude,1
NumUnit,NumUnit,on occasions only,unit,
NumUnit,NumUnit,oz/weekly,magnitude,1
NumUnit,NumUnit,oz/weekly,unit,
NumUnit,NumUnit,.6,magnitude,1
NumUnit,NumUnit,.6,unit,
NumUnit,NumUnit,0001,magnitude,1
NumUnit,NumUnit,0001,unit,
NumUnit,NumUnit,WBC 10.74,magnitude,1
NumUnit,NumUnit,WBC 10.74,unit,
NumUnit,NumUnit,x10^9/l(19.5%),magnitude,1
NumUnit,NumUnit,x10^9/l(19.5%),unit,billion per liter
NumUnit,NumUnit,last 3m,magnitude,1
NumUnit,NumUnit,last 3m,unit,
NumUnit,NumUnit,Semen volume v.low: <0.5 ml.,magnitude,1
NumUnit,NumUnit,Semen volume v.low: <0.5 ml.,unit,
NumUnit,NumUnit,x10^9/l(31.3%),magnitude,1
NumUnit,NumUnit,x10^9/l(31.3%),unit,billion per liter
NumUnit,NumUnit,6-3,magnitude,1
NumUnit,NumUnit,6-3,unit,
NumUnit,NumUnit,1181,magnitude,1
NumUnit,NumUnit,1181,unit,
NumUnit,NumUnit,CH100 Unit,magnitude,1
NumUnit,NumUnit,CH100 Unit,unit,
NumUnit,NumUnit,Per/min,magnitude,1
NumUnit,NumUnit,Per/min,unit,
NumUnit,NumUnit,ISU-E,magnitude,1
NumUnit,NumUnit,ISU-E,unit,
NumUnit,NumUnit,at the weekend,magnitude,1
NumUnit,NumUnit,at the weekend,unit,
NumUnit,NumUnit,1091-1,magnitude,1
NumUnit,NumUnit,1091-1,unit,
NumUnit,NumUnit,U/a year,magnitude,1
NumUnit,NumUnit,U/a year,unit,
NumUnit,NumUnit,Study Number,magnitude,1
NumUnit,NumUnit,Study Number,unit,
NumUnit,NumUnit,time per day,magnitude,1
NumUnit,NumUnit,time per day,unit,
NumUnit,NumUnit,months 3,magnitude,1
NumUnit,NumUnit,months 3,unit,
NumUnit,NumUnit,x10^9/l(36.2%),magnitude,1
NumUnit,NumUnit,x10^9/l(36.2%),unit,billion per liter
NumUnit,NumUnit,1221,magnitude,1
NumUnit,NumUnit,1221,unit,
NumUnit,NumUnit,1128,magnitude,1
NumUnit,NumUnit,1128,unit,
NumUnit,NumUnit,mcmoll/L,magnitude,1
NumUnit,NumUnit,mcmoll/L,unit,
NumUnit,NumUnit,x10^9/l(53.8%),magnitude,1
NumUnit,NumUnit,x10^9/l(53.8%),unit,billion per liter
NumUnit,NumUnit,on occasion,magnitude,1
NumUnit,NumUnit,on occasion,unit,
NumUnit,NumUnit,uknown,magnitude,1
NumUnit,NumUnit,uknown,unit,
NumUnit,NumUnit,[Unsupported characters stripped] mol/l,magnitude,1
NumUnit,NumUnit,[Unsupported characters stripped] mol/l,unit,
NumUnit,NumUnit,x10^9/l(24.1%),magnitude,1
NumUnit,NumUnit,x10^9/l(24.1%),unit,billion per liter
NumUnit,NumUnit,10/9 l(34.2%),magnitude,1
NumUnit,NumUnit,10/9 l(34.2%),unit,billion per liter
NumUnit,NumUnit,cans lager/day,magnitude,1
NumUnit,NumUnit,cans lager/day,unit,
NumUnit,NumUnit,alcohol screen,magnitude,1
NumUnit,NumUnit,alcohol screen,unit,
NumUnit,NumUnit,stable 3 mg,magnitude,1
NumUnit,NumUnit,stable 3 mg,unit,
NumUnit,NumUnit,g/3weeks,magnitude,1
NumUnit,NumUnit,g/3weeks,unit,
NumUnit,NumUnit,CSF: protein - increased ++,magnitude,1
NumUnit,NumUnit,CSF: protein - increased ++,unit,
NumUnit,NumUnit,3.7,magnitude,1
NumUnit,NumUnit,3.7,unit,
NumUnit,NumUnit,bags/week,magnitude,1
NumUnit,NumUnit,bags/week,unit,
NumUnit,NumUnit,mls/week,magnitude,1
NumUnit,NumUnit,mls/week,unit,
NumUnit,NumUnit,WBC 11.99,magnitude,1
NumUnit,NumUnit,WBC 11.99,unit,
NumUnit,NumUnit,x10^9/l(31.6%),magnitude,1
NumUnit,NumUnit,x10^9/l(31.6%),unit,billion per liter
NumUnit,NumUnit,Serum phosphate level normal,magnitude,1
NumUnit,NumUnit,Serum phosphate level normal,unit,
NumUnit,NumUnit,THS,magnitude,1
NumUnit,NumUnit,THS,unit,
NumUnit,NumUnit,br/mi,magnitude,1
NumUnit,NumUnit,br/mi,unit,
NumUnit,NumUnit,x 10  12/L,magnitude,1
NumUnit,NumUnit,x 10  12/L,unit,
NumUnit,NumUnit,/2 month,magnitude,1
NumUnit,NumUnit,/2 month,unit,
NumUnit,NumUnit,< x,magnitude,1
NumUnit,NumUnit,< x,unit,
NumUnit,NumUnit,4cm,magnitude,1
NumUnit,NumUnit,4cm,unit,
NumUnit,NumUnit,minuets,magnitude,1
NumUnit,NumUnit,minuets,unit,
NumUnit,NumUnit,1052,magnitude,1
NumUnit,NumUnit,1052,unit,
NumUnit,NumUnit,not provided,magnitude,1
NumUnit,NumUnit,not provided,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\4\Document 179,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\4\Document 179,unit,
NumUnit,NumUnit,2005,magnitude,1
NumUnit,NumUnit,2005,unit,
NumUnit,NumUnit,x10^9/l(61.2%),magnitude,1
NumUnit,NumUnit,x10^9/l(61.2%),unit,billion per liter
NumUnit,NumUnit,WBC 3.28,magnitude,1
NumUnit,NumUnit,WBC 3.28,unit,
NumUnit,NumUnit,M.P.a.S. (37?'C),magnitude,1
NumUnit,NumUnit,M.P.a.S. (37?'C),unit,
NumUnit,NumUnit,x10^9/l(17.9%),magnitude,1
NumUnit,NumUnit,x10^9/l(17.9%),unit,billion per liter
NumUnit,NumUnit,mmo/l/l,magnitude,1
NumUnit,NumUnit,mmo/l/l,unit,
NumUnit,NumUnit,1232,magnitude,1
NumUnit,NumUnit,1232,unit,
NumUnit,NumUnit,mm fall,magnitude,1
NumUnit,NumUnit,mm fall,unit,
NumUnit,NumUnit,weekls,magnitude,1
NumUnit,NumUnit,weekls,unit,
NumUnit,NumUnit,20 grams,magnitude,1
NumUnit,NumUnit,20 grams,unit,gram
NumUnit,NumUnit,916,magnitude,1
NumUnit,NumUnit,916,unit,
NumUnit,NumUnit,g/dL;,magnitude,1
NumUnit,NumUnit,g/dL;,unit,
NumUnit,NumUnit,ounce a day,magnitude,1
NumUnit,NumUnit,ounce a day,unit,
NumUnit,NumUnit,250L/min,magnitude,1
NumUnit,NumUnit,250L/min,unit,
NumUnit,NumUnit,U/2weekly,magnitude,1
NumUnit,NumUnit,U/2weekly,unit,
NumUnit,NumUnit,ay,magnitude,1
NumUnit,NumUnit,ay,unit,
NumUnit,NumUnit,4 . ..,magnitude,1
NumUnit,NumUnit,4 . ..,unit,
NumUnit,NumUnit,1665,magnitude,1
NumUnit,NumUnit,1665,unit,
NumUnit,NumUnit,242.000084,magnitude,1
NumUnit,NumUnit,242.000084,unit,
NumUnit,NumUnit,micrograms/ml,magnitude,1
NumUnit,NumUnit,micrograms/ml,unit,
NumUnit,NumUnit,Infrequently,magnitude,1
NumUnit,NumUnit,Infrequently,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2004\MAY\5059.TIF|5,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2004\MAY\5059.TIF|5,unit,
NumUnit,NumUnit,/seasonal,magnitude,1
NumUnit,NumUnit,/seasonal,unit,
NumUnit,NumUnit,60g,magnitude,1
NumUnit,NumUnit,60g,unit,
NumUnit,NumUnit,x10^9/l(21.6%),magnitude,1
NumUnit,NumUnit,x10^9/l(21.6%),unit,billion per liter
NumUnit,NumUnit,r/u day,magnitude,1
NumUnit,NumUnit,r/u day,unit,
NumUnit,NumUnit,x10^9/l(77.3%),magnitude,1
NumUnit,NumUnit,x10^9/l(77.3%),unit,billion per liter
NumUnit,NumUnit,1222,magnitude,1
NumUnit,NumUnit,1222,unit,
NumUnit,NumUnit,[H],magnitude,1
NumUnit,NumUnit,[H],unit,
NumUnit,NumUnit,20-39,magnitude,1
NumUnit,NumUnit,20-39,unit,
NumUnit,NumUnit,0.5/day,magnitude,1
NumUnit,NumUnit,0.5/day,unit,
NumUnit,NumUnit,Blood film microscopy,magnitude,1
NumUnit,NumUnit,Blood film microscopy,unit,
NumUnit,NumUnit,x10^9/l(10.7%),magnitude,1
NumUnit,NumUnit,x10^9/l(10.7%),unit,billion per liter
NumUnit,NumUnit,Stool sample - parasitology,magnitude,1
NumUnit,NumUnit,Stool sample - parasitology,unit,
NumUnit,NumUnit,100 WBC,magnitude,1
NumUnit,NumUnit,100 WBC,unit,
NumUnit,NumUnit,l/min (EU Range),magnitude,1
NumUnit,NumUnit,l/min (EU Range),unit,
NumUnit,NumUnit,Immature white blood cells,magnitude,1
NumUnit,NumUnit,Immature white blood cells,unit,
NumUnit,NumUnit,monthsw,magnitude,1
NumUnit,NumUnit,monthsw,unit,
NumUnit,NumUnit,WBC 10.71,magnitude,1
NumUnit,NumUnit,WBC 10.71,unit,
NumUnit,NumUnit,%90,magnitude,1
NumUnit,NumUnit,%90,unit,percent
NumUnit,NumUnit,days/day,magnitude,1
NumUnit,NumUnit,days/day,unit,
NumUnit,NumUnit,15 - 150,magnitude,1
NumUnit,NumUnit,15 - 150,unit,
NumUnit,NumUnit,Serum pseudocholinesterase,magnitude,1
NumUnit,NumUnit,Serum pseudocholinesterase,unit,
NumUnit,NumUnit,WBC 3.97,magnitude,1
NumUnit,NumUnit,WBC 3.97,unit,
NumUnit,NumUnit,18U/week,magnitude,1
NumUnit,NumUnit,18U/week,unit,
NumUnit,NumUnit,worse,magnitude,1
NumUnit,NumUnit,worse,unit,
NumUnit,NumUnit,% Standard,magnitude,1
NumUnit,NumUnit,% Standard,unit,percent
NumUnit,NumUnit,gr/L,magnitude,1
NumUnit,NumUnit,gr/L,unit,
NumUnit,NumUnit,mmol#,magnitude,1
NumUnit,NumUnit,mmol#,unit,
NumUnit,NumUnit,WBC 9.85,magnitude,1
NumUnit,NumUnit,WBC 9.85,unit,
NumUnit,NumUnit,U/ mth,magnitude,1
NumUnit,NumUnit,U/ mth,unit,
NumUnit,NumUnit,ugFE/ml,magnitude,1
NumUnit,NumUnit,ugFE/ml,unit,
NumUnit,NumUnit,WBC 3.72,magnitude,1
NumUnit,NumUnit,WBC 3.72,unit,
NumUnit,NumUnit,E/ml,magnitude,1
NumUnit,NumUnit,E/ml,unit,
NumUnit,NumUnit,every 12 weeks,magnitude,1
NumUnit,NumUnit,every 12 weeks,unit,
NumUnit,NumUnit,pints daily,magnitude,1
NumUnit,NumUnit,pints daily,unit,
NumUnit,NumUnit,eyes,magnitude,1
NumUnit,NumUnit,eyes,unit,
NumUnit,NumUnit,WBC 11.27,magnitude,1
NumUnit,NumUnit,WBC 11.27,unit,
NumUnit,NumUnit,times/2months,magnitude,1
NumUnit,NumUnit,times/2months,unit,
NumUnit,NumUnit,uh Hb/g,magnitude,1
NumUnit,NumUnit,uh Hb/g,unit,
NumUnit,NumUnit,1093,magnitude,1
NumUnit,NumUnit,1093,unit,
NumUnit,NumUnit,L/mion,magnitude,1
NumUnit,NumUnit,L/mion,unit,
NumUnit,NumUnit,bts/min,magnitude,1
NumUnit,NumUnit,bts/min,unit,
NumUnit,NumUnit,Blood sent for haemat. test,magnitude,1
NumUnit,NumUnit,Blood sent for haemat. test,unit,
NumUnit,NumUnit,+ week,magnitude,1
NumUnit,NumUnit,+ week,unit,
NumUnit,NumUnit,dayx,magnitude,1
NumUnit,NumUnit,dayx,unit,
NumUnit,NumUnit,WBC 10.53,magnitude,1
NumUnit,NumUnit,WBC 10.53,unit,
NumUnit,NumUnit,x10^9/l(26.4%),magnitude,1
NumUnit,NumUnit,x10^9/l(26.4%),unit,billion per liter
NumUnit,NumUnit,mmol/mls,magnitude,1
NumUnit,NumUnit,mmol/mls,unit,
NumUnit,NumUnit,Renal,magnitude,1
NumUnit,NumUnit,Renal,unit,
NumUnit,NumUnit,Psittacosis antibody level,magnitude,1
NumUnit,NumUnit,Psittacosis antibody level,unit,
NumUnit,NumUnit,",.,.",magnitude,1
NumUnit,NumUnit,",.,.",unit,
NumUnit,NumUnit,/99,magnitude,1
NumUnit,NumUnit,/99,unit,
NumUnit,NumUnit,mmonth,magnitude,1
NumUnit,NumUnit,mmonth,unit,
NumUnit,NumUnit,/w,magnitude,1
NumUnit,NumUnit,/w,unit,
NumUnit,NumUnit,U/ 6 month,magnitude,1
NumUnit,NumUnit,U/ 6 month,unit,
NumUnit,NumUnit,c/mm,magnitude,1
NumUnit,NumUnit,c/mm,unit,
NumUnit,NumUnit,Auidt Score,magnitude,1
NumUnit,NumUnit,Auidt Score,unit,
NumUnit,NumUnit,1504,magnitude,1
NumUnit,NumUnit,1504,unit,
NumUnit,NumUnit,4/5 mg,magnitude,1
NumUnit,NumUnit,4/5 mg,unit,
NumUnit,NumUnit,1421,magnitude,1
NumUnit,NumUnit,1421,unit,
NumUnit,NumUnit,1127,magnitude,1
NumUnit,NumUnit,1127,unit,
NumUnit,NumUnit,1873,magnitude,1
NumUnit,NumUnit,1873,unit,
NumUnit,NumUnit,iv/L,magnitude,1
NumUnit,NumUnit,iv/L,unit,
NumUnit,NumUnit,%in 10years,magnitude,1
NumUnit,NumUnit,%in 10years,unit,risk
NumUnit,NumUnit,%98,magnitude,1
NumUnit,NumUnit,%98,unit,percent
NumUnit,NumUnit,-2 times/week,magnitude,1
NumUnit,NumUnit,-2 times/week,unit,
NumUnit,NumUnit,URINE ALBUMIN/CREATININE,magnitude,1
NumUnit,NumUnit,URINE ALBUMIN/CREATININE,unit,
NumUnit,NumUnit,U/monthly#,magnitude,1
NumUnit,NumUnit,U/monthly#,unit,
NumUnit,NumUnit,U/every 6 months,magnitude,1
NumUnit,NumUnit,U/every 6 months,unit,
NumUnit,NumUnit,SACE normal,magnitude,1
NumUnit,NumUnit,SACE normal,unit,
NumUnit,NumUnit,exp = 180 -800,magnitude,1
NumUnit,NumUnit,exp = 180 -800,unit,
NumUnit,NumUnit,day?,magnitude,1
NumUnit,NumUnit,day?,unit,
NumUnit,NumUnit,mgA/LmgA/L,magnitude,1
NumUnit,NumUnit,mgA/LmgA/L,unit,
NumUnit,NumUnit,x10^9/l(67.1%),magnitude,1
NumUnit,NumUnit,x10^9/l(67.1%),unit,billion per liter
NumUnit,NumUnit,Serum zinc level,magnitude,1
NumUnit,NumUnit,Serum zinc level,unit,
NumUnit,NumUnit,x10^9/l(71.2%),magnitude,1
NumUnit,NumUnit,x10^9/l(71.2%),unit,billion per liter
NumUnit,NumUnit,wer,magnitude,1
NumUnit,NumUnit,wer,unit,
NumUnit,NumUnit,1294,magnitude,1
NumUnit,NumUnit,1294,unit,
NumUnit,NumUnit,23/27,magnitude,1
NumUnit,NumUnit,23/27,unit,
NumUnit,NumUnit,- 7 U/week,magnitude,1
NumUnit,NumUnit,- 7 U/week,unit,
NumUnit,NumUnit,Urine free cortisol titre,magnitude,1
NumUnit,NumUnit,Urine free cortisol titre,unit,
NumUnit,NumUnit,mcg.,magnitude,1
NumUnit,NumUnit,mcg.,unit,
NumUnit,NumUnit,WBC 10.43,magnitude,1
NumUnit,NumUnit,WBC 10.43,unit,
NumUnit,NumUnit,mL/min/1.73m*,magnitude,1
NumUnit,NumUnit,mL/min/1.73m*,unit,
NumUnit,NumUnit,grams weekly,magnitude,1
NumUnit,NumUnit,grams weekly,unit,
NumUnit,NumUnit,%of normal,magnitude,1
NumUnit,NumUnit,%of normal,unit,percent
NumUnit,NumUnit,Miu/mlMiu/ml,magnitude,1
NumUnit,NumUnit,Miu/mlMiu/ml,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2011\5\Document 663,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2011\5\Document 663,unit,
NumUnit,NumUnit,4 week,magnitude,1
NumUnit,NumUnit,4 week,unit,
NumUnit,NumUnit,umol\24hr,magnitude,1
NumUnit,NumUnit,umol\24hr,unit,
NumUnit,NumUnit,908,magnitude,1
NumUnit,NumUnit,908,unit,
NumUnit,NumUnit,x10^9/l(17.7%),magnitude,1
NumUnit,NumUnit,x10^9/l(17.7%),unit,billion per liter
NumUnit,NumUnit,only when she has a,magnitude,1
NumUnit,NumUnit,only when she has a,unit,
NumUnit,NumUnit,1366,magnitude,1
NumUnit,NumUnit,1366,unit,
NumUnit,NumUnit,10/16,magnitude,1
NumUnit,NumUnit,10/16,unit,
NumUnit,NumUnit,x10*,magnitude,1
NumUnit,NumUnit,x10*,unit,
NumUnit,NumUnit,1236,magnitude,1
NumUnit,NumUnit,1236,unit,
NumUnit,NumUnit,3/15,magnitude,1
NumUnit,NumUnit,3/15,unit,
NumUnit,NumUnit,beats/min - irreg,magnitude,1
NumUnit,NumUnit,beats/min - irreg,unit,heartbeat
NumUnit,NumUnit,7.0,magnitude,1
NumUnit,NumUnit,7.0,unit,
NumUnit,NumUnit,11/20,magnitude,1
NumUnit,NumUnit,11/20,unit,
NumUnit,NumUnit,|,magnitude,1
NumUnit,NumUnit,|,unit,
NumUnit,NumUnit,WBC 3.48,magnitude,1
NumUnit,NumUnit,WBC 3.48,unit,
NumUnit,NumUnit,day 21,magnitude,1
NumUnit,NumUnit,day 21,unit,
NumUnit,NumUnit,units 1,magnitude,1
NumUnit,NumUnit,units 1,unit,
NumUnit,NumUnit,WBC 10.93,magnitude,1
NumUnit,NumUnit,WBC 10.93,unit,
NumUnit,NumUnit,(   7,magnitude,1
NumUnit,NumUnit,(   7,unit,
NumUnit,NumUnit,beats/mi78,magnitude,1
NumUnit,NumUnit,beats/mi78,unit,heartbeat
NumUnit,NumUnit,twice a month,magnitude,1
NumUnit,NumUnit,twice a month,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\2\Document 177,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\2\Document 177,unit,
NumUnit,NumUnit,Sperm morph.v.low: <30% norm.,magnitude,1
NumUnit,NumUnit,Sperm morph.v.low: <30% norm.,unit,percent
NumUnit,NumUnit,x10^9/l(13.8%),magnitude,1
NumUnit,NumUnit,x10^9/l(13.8%),unit,billion per liter
NumUnit,NumUnit,WBC 12.72,magnitude,1
NumUnit,NumUnit,WBC 12.72,unit,
NumUnit,NumUnit,rash,magnitude,1
NumUnit,NumUnit,rash,unit,
NumUnit,NumUnit,4  .....,magnitude,1
NumUnit,NumUnit,4  .....,unit,
NumUnit,NumUnit,weeik,magnitude,1
NumUnit,NumUnit,weeik,unit,
NumUnit,NumUnit,pm/mL/h,magnitude,1
NumUnit,NumUnit,pm/mL/h,unit,
NumUnit,NumUnit,SEPTEMBER 2016,magnitude,1
NumUnit,NumUnit,SEPTEMBER 2016,unit,
NumUnit,NumUnit,1298,magnitude,1
NumUnit,NumUnit,1298,unit,
NumUnit,NumUnit,Serum fast HDL cholesterol lev,magnitude,1
NumUnit,NumUnit,Serum fast HDL cholesterol lev,unit,
NumUnit,NumUnit,a/ day,magnitude,1
NumUnit,NumUnit,a/ day,unit,
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\3\Document 790,magnitude,1
NumUnit,NumUnit,\meddata\s6000\document\Apollo\2012\3\Document 790,unit,
NumUnit,NumUnit,%oftHb,magnitude,1
NumUnit,NumUnit,%oftHb,unit,percent
NumUnit,NumUnit,Serum aldosterone,magnitude,1
NumUnit,NumUnit,Serum aldosterone,unit,
NumUnit,NumUnit,x10^9/l(52.4%),magnitude,1
NumUnit,NumUnit,x10^9/l(52.4%),unit,billion per liter
NumUnit,NumUnit,35U/week,magnitude,1
NumUnit,NumUnit,35U/week,unit,
NumUnit,NumUnit,NMOL/MIN,magnitude,1
NumUnit,NumUnit,NMOL/MIN,unit,
NumUnit,NumUnit,7.1,magnitude,1
NumUnit,NumUnit,7.1,unit,
NumUnit,NumUnit,sticks/day,magnitude,1
NumUnit,NumUnit,sticks/day,unit,
NumUnit,NumUnit,115-160,magnitude,1
NumUnit,NumUnit,115-160,unit,
NumUnit,NumUnit,exp = 27 - 32,magnitude,1
NumUnit,NumUnit,exp = 27 - 32,unit,
NumUnit,NumUnit,dpd,magnitude,1
NumUnit,NumUnit,dpd,unit,
NumUnit,NumUnit,WBC 7.24,magnitude,1
NumUnit,NumUnit,WBC 7.24,unit,
NumUnit,NumUnit,roll up/week,magnitude,1
NumUnit,NumUnit,roll up/week,unit,
NumUnit,NumUnit,2hrs PP,magnitude,1
NumUnit,NumUnit,2hrs PP,unit,
NumUnit,NumUnit,nanograms/litre,magnitude,1
NumUnit,NumUnit,nanograms/litre,unit,
NumUnit,NumUnit,WBC 10.75,magnitude,1
NumUnit,NumUnit,WBC 10.75,unit,
NumUnit,NumUnit,Every 3 days,magnitude,1
NumUnit,NumUnit,Every 3 days,unit,
NumUnit,NumUnit,ugFEUmL,magnitude,1
NumUnit,NumUnit,ugFEUmL,unit,microgram of fibrinogen equivalent unit per milliliter
NumUnit,NumUnit,x10^9/l(25.6%),magnitude,1
NumUnit,NumUnit,x10^9/l(25.6%),unit,billion per liter
NumUnit,NumUnit,0.6,magnitude,1
NumUnit,NumUnit,0.6,unit,
NumUnit,NumUnit,WBC 8.13,magnitude,1
NumUnit,NumUnit,WBC 8.13,unit,
NumUnit,NumUnit,3/4 mg,magnitude,1
NumUnit,NumUnit,3/4 mg,unit,
NumUnit,NumUnit,x10^9/l(27.8%),magnitude,1
NumUnit,NumUnit,x10^9/l(27.8%),unit,billion per liter
NumUnit,NumUnit,microgram /L,magnitude,1
NumUnit,NumUnit,microgram /L,unit,
NumUnit,NumUnit,*ug/L(15-300),magnitude,1
NumUnit,NumUnit,*ug/L(15-300),unit,
NumUnit,NumUnit,"..,,",magnitude,1
NumUnit,NumUnit,"..,,",unit,
NumUnit,NumUnit,17/day,magnitude,1
NumUnit,NumUnit,17/day,unit,
NumUnit,NumUnit,WBC 4.23,magnitude,1
NumUnit,NumUnit,WBC 4.23,unit,
NumUnit,NumUnit,exp = 2.00 - 7.50,magnitude,1
NumUnit,NumUnit,exp = 2.00 - 7.50,unit,
NumUnit,NumUnit,20g,magnitude,1
NumUnit,NumUnit,20g,unit,
NumUnit,NumUnit,WBC 11.52,magnitude,1
NumUnit,NumUnit,WBC 11.52,unit,
NumUnit,NumUnit,1974,magnitude,1
NumUnit,NumUnit,1974,unit,
NumUnit,NumUnit,1465,magnitude,1
NumUnit,NumUnit,1465,unit,
NumUnit,NumUnit,/////,magnitude,1
NumUnit,NumUnit,/////,unit,
NumUnit,NumUnit,10/9 l(62.3%),magnitude,1
NumUnit,NumUnit,10/9 l(62.3%),unit,billion per liter
NumUnit,NumUnit,5 mg daily,magnitude,1
NumUnit,NumUnit,5 mg daily,unit,
NumUnit,NumUnit,1554,magnitude,1
NumUnit,NumUnit,1554,unit,
NumUnit,NumUnit,Botlle/week,magnitude,1
NumUnit,NumUnit,Botlle/week,unit,
NumUnit,NumUnit,x10^9/l(31.0%),magnitude,1
NumUnit,NumUnit,x10^9/l(31.0%),unit,billion per liter
NumUnit,NumUnit,/10*5 ABL,magnitude,1
NumUnit,NumUnit,/10*5 ABL,unit,
NumUnit,NumUnit,H mm (West),magnitude,1
NumUnit,NumUnit,H mm (West),unit,
NumUnit,NumUnit,1.11,magnitude,1
NumUnit,NumUnit,1.11,unit,
