0,1,2,3
NumUnit,10/9 l(8.16%),unit,['unit']
NumUnit,10/9 l(8.16%),source_code_description,billion per liter
NumUnit,10/9 l(42.7%),unit,['unit']
NumUnit,10/9 l(42.7%),source_code_description,billion per liter
NumUnit,2037,unit,['unit']
NumUnit,2037,source_code_description,
NumUnit,x10^9/l(68.8%),unit,['unit']
NumUnit,x10^9/l(68.8%),source_code_description,billion per liter
NumUnit,cig /day,unit,['unit']
NumUnit,cig /day,source_code_description,
NumUnit,action,unit,['unit']
NumUnit,action,source_code_description,
NumUnit,pints/per night,unit,['unit']
NumUnit,pints/per night,source_code_description,
NumUnit,84/min,unit,['unit']
NumUnit,84/min,source_code_description,
NumUnit,perday,unit,['unit']
NumUnit,perday,source_code_description,
NumUnit,Grms of tob per week,unit,['unit']
NumUnit,Grms of tob per week,source_code_description,
NumUnit,15/week,unit,['unit']
NumUnit,15/week,source_code_description,
NumUnit,3 times per week,unit,['unit']
NumUnit,3 times per week,source_code_description,
NumUnit,tabs/week,unit,['unit']
NumUnit,tabs/week,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2006\OCT\33242.TIF|,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2006\OCT\33242.TIF|,source_code_description,
NumUnit,mE/L,unit,['unit']
NumUnit,mE/L,source_code_description,
NumUnit,x10^9/l(43.4%),unit,['unit']
NumUnit,x10^9/l(43.4%),source_code_description,billion per liter
NumUnit,ecig,unit,['unit']
NumUnit,ecig,source_code_description,
NumUnit,10 week,unit,['unit']
NumUnit,10 week,source_code_description,
NumUnit,day ?,unit,['unit']
NumUnit,day ?,source_code_description,
NumUnit,3/4/4mg,unit,['unit']
NumUnit,3/4/4mg,source_code_description,
NumUnit,Human parvovirus IgG level,unit,['unit']
NumUnit,Human parvovirus IgG level,source_code_description,
NumUnit,days/ week,unit,['unit']
NumUnit,days/ week,source_code_description,day per week
NumUnit,Day#,unit,['unit']
NumUnit,Day#,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2013\FEB\311923.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2013\FEB\311923.TIF,source_code_description,
NumUnit,I-Care,unit,['unit']
NumUnit,I-Care,source_code_description,
NumUnit,gm p/l,unit,['unit']
NumUnit,gm p/l,source_code_description,
NumUnit,daily quantity,unit,['unit']
NumUnit,daily quantity,source_code_description,
NumUnit,2 & half,unit,['unit']
NumUnit,2 & half,source_code_description,
NumUnit,25gms,unit,['unit']
NumUnit,25gms,source_code_description,
NumUnit,/ 3 weeks,unit,['unit']
NumUnit,/ 3 weeks,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2009\DEC\158958.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2009\DEC\158958.TIF,source_code_description,
NumUnit,ounce/ day,unit,['unit']
NumUnit,ounce/ day,source_code_description,
NumUnit,x10^9/l(77.2%),unit,['unit']
NumUnit,x10^9/l(77.2%),source_code_description,billion per liter
NumUnit,2.8,unit,['unit']
NumUnit,2.8,source_code_description,
NumUnit,(see unit comment,unit,['unit']
NumUnit,(see unit comment,source_code_description,
NumUnit,15 hours/day,unit,['unit']
NumUnit,15 hours/day,source_code_description,
NumUnit,6 mmol/L,unit,['unit']
NumUnit,6 mmol/L,source_code_description,millimole per liter
NumUnit,pmol/ L,unit,['unit']
NumUnit,pmol/ L,source_code_description,
NumUnit,1054,unit,['unit']
NumUnit,1054,source_code_description,
NumUnit,microgramHb/g,unit,['unit']
NumUnit,microgramHb/g,source_code_description,
NumUnit,3 day faecal fat estimation,unit,['unit']
NumUnit,3 day faecal fat estimation,source_code_description,
NumUnit,microg/1,unit,['unit']
NumUnit,microg/1,source_code_description,
NumUnit,U/day vodca,unit,['unit']
NumUnit,U/day vodca,source_code_description,
NumUnit,2002,unit,['unit']
NumUnit,2002,source_code_description,
NumUnit,on exercistimes/week,unit,['unit']
NumUnit,on exercistimes/week,source_code_description,
NumUnit,x10^9/l(46.1%),unit,['unit']
NumUnit,x10^9/l(46.1%),source_code_description,billion per liter
NumUnit,Faecal porphyrins,unit,['unit']
NumUnit,Faecal porphyrins,source_code_description,
NumUnit,x10^9/l(23.6%),unit,['unit']
NumUnit,x10^9/l(23.6%),source_code_description,billion per liter
NumUnit,Serum tobramycin level,unit,['unit']
NumUnit,Serum tobramycin level,source_code_description,
NumUnit,3/months,unit,['unit']
NumUnit,3/months,source_code_description,
NumUnit,yyyyy,unit,['unit']
NumUnit,yyyyy,source_code_description,
NumUnit,54mmol/mol,unit,['unit']
NumUnit,54mmol/mol,source_code_description,
NumUnit,dqys,unit,['unit']
NumUnit,dqys,source_code_description,
NumUnit,<x seconds,unit,['unit']
NumUnit,<x seconds,source_code_description,
NumUnit,bottle daily,unit,['unit']
NumUnit,bottle daily,source_code_description,
NumUnit,10/9 l(1.34%),unit,['unit']
NumUnit,10/9 l(1.34%),source_code_description,billion per liter
NumUnit,6.41,unit,['unit']
NumUnit,6.41,source_code_description,
NumUnit,week end,unit,['unit']
NumUnit,week end,source_code_description,
NumUnit,WBC 11.94,unit,['unit']
NumUnit,WBC 11.94,source_code_description,
NumUnit,g(Hb)/dL,unit,['unit']
NumUnit,g(Hb)/dL,source_code_description,
NumUnit,x10^9/l(34.2%),unit,['unit']
NumUnit,x10^9/l(34.2%),source_code_description,billion per liter
NumUnit,Colour index,unit,['unit']
NumUnit,Colour index,source_code_description,
NumUnit,g/L24h,unit,['unit']
NumUnit,g/L24h,source_code_description,gram per liter
NumUnit,normla,unit,['unit']
NumUnit,normla,source_code_description,
NumUnit,days/week 2,unit,['unit']
NumUnit,days/week 2,source_code_description,day per week
NumUnit,19/27,unit,['unit']
NumUnit,19/27,source_code_description,
NumUnit,ltrs a day,unit,['unit']
NumUnit,ltrs a day,source_code_description,
NumUnit,WBC 13.25,unit,['unit']
NumUnit,WBC 13.25,source_code_description,
NumUnit,-15 U/week,unit,['unit']
NumUnit,-15 U/week,source_code_description,
NumUnit,every 10 days,unit,['unit']
NumUnit,every 10 days,source_code_description,
NumUnit,/7    U/week,unit,['unit']
NumUnit,/7    U/week,source_code_description,
NumUnit,Cigarettes /week,unit,['unit']
NumUnit,Cigarettes /week,source_code_description,
NumUnit,days /week,unit,['unit']
NumUnit,days /week,source_code_description,day per week
NumUnit,3-4 U/week,unit,['unit']
NumUnit,3-4 U/week,source_code_description,
NumUnit,1132,unit,['unit']
NumUnit,1132,source_code_description,
NumUnit,1394,unit,['unit']
NumUnit,1394,source_code_description,
NumUnit,130/70,unit,['unit']
NumUnit,130/70,source_code_description,
NumUnit,@37DegC,unit,['unit']
NumUnit,@37DegC,source_code_description,
NumUnit,0- 4,unit,['unit']
NumUnit,0- 4,source_code_description,
NumUnit,x10^9/l(45.2%),unit,['unit']
NumUnit,x10^9/l(45.2%),source_code_description,billion per liter
NumUnit,alternate days,unit,['unit']
NumUnit,alternate days,source_code_description,
NumUnit,un-known unit,unit,['unit']
NumUnit,un-known unit,source_code_description,
NumUnit,ÂµIU/ml,unit,['unit']
NumUnit,ÂµIU/ml,source_code_description,
NumUnit,WBC 9.41,unit,['unit']
NumUnit,WBC 9.41,source_code_description,
NumUnit,2101,unit,['unit']
NumUnit,2101,source_code_description,
NumUnit,1744,unit,['unit']
NumUnit,1744,source_code_description,
NumUnit,AEU/ML,unit,['unit']
NumUnit,AEU/ML,source_code_description,
NumUnit,/30 day,unit,['unit']
NumUnit,/30 day,source_code_description,
NumUnit,d/gl,unit,['unit']
NumUnit,d/gl,source_code_description,
NumUnit,Phenobarbitone: blood level,unit,['unit']
NumUnit,Phenobarbitone: blood level,source_code_description,
NumUnit,occasionally.,unit,['unit']
NumUnit,occasionally.,source_code_description,
NumUnit,-1.64,unit,['unit']
NumUnit,-1.64,source_code_description,
NumUnit,Faeces consistency: NOS,unit,['unit']
NumUnit,Faeces consistency: NOS,source_code_description,
NumUnit,x10^9/l(31.7%),unit,['unit']
NumUnit,x10^9/l(31.7%),source_code_description,billion per liter
NumUnit,UP SLIGHTL,unit,['unit']
NumUnit,UP SLIGHTL,source_code_description,
NumUnit,<4.0,unit,['unit']
NumUnit,<4.0,source_code_description,
NumUnit,cans of large/week,unit,['unit']
NumUnit,cans of large/week,source_code_description,
NumUnit,dasys,unit,['unit']
NumUnit,dasys,source_code_description,
NumUnit,hours +,unit,['unit']
NumUnit,hours +,source_code_description,
NumUnit,not fasting,unit,['unit']
NumUnit,not fasting,source_code_description,
NumUnit,10/9 l(.245%),unit,['unit']
NumUnit,10/9 l(.245%),source_code_description,billion per liter
NumUnit,exacs/year,unit,['unit']
NumUnit,exacs/year,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2011\AUG\164106.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2011\AUG\164106.TIF,source_code_description,
NumUnit,U/occcasionally,unit,['unit']
NumUnit,U/occcasionally,source_code_description,
NumUnit,houses,unit,['unit']
NumUnit,houses,source_code_description,
NumUnit,% Pos.,unit,['unit']
NumUnit,% Pos.,source_code_description,percent
NumUnit,days per wk in last mth,unit,['unit']
NumUnit,days per wk in last mth,source_code_description,
NumUnit,"..,",unit,['unit']
NumUnit,"..,",source_code_description,
NumUnit,sq. m2,unit,['unit']
NumUnit,sq. m2,source_code_description,
NumUnit,/oz per day,unit,['unit']
NumUnit,/oz per day,source_code_description,
NumUnit,indefintie,unit,['unit']
NumUnit,indefintie,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2010\SEP\193960.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2010\SEP\193960.TIF,source_code_description,
NumUnit,18/EE/0042,unit,['unit']
NumUnit,18/EE/0042,source_code_description,
NumUnit,occasiona,unit,['unit']
NumUnit,occasiona,source_code_description,
NumUnit,17/40,unit,['unit']
NumUnit,17/40,source_code_description,
NumUnit,1984,unit,['unit']
NumUnit,1984,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2013\1\Document 905,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2013\1\Document 905,source_code_description,
NumUnit,mL/min1.75m^2,unit,['unit']
NumUnit,mL/min1.75m^2,source_code_description,
NumUnit,10/9 l(2.32%),unit,['unit']
NumUnit,10/9 l(2.32%),source_code_description,billion per liter
NumUnit,U1/week,unit,['unit']
NumUnit,U1/week,source_code_description,
NumUnit,mmoll.,unit,['unit']
NumUnit,mmoll.,source_code_description,
NumUnit,4oz/week,unit,['unit']
NumUnit,4oz/week,source_code_description,
NumUnit,/not every day,unit,['unit']
NumUnit,/not every day,source_code_description,
NumUnit,3 mg,unit,['unit']
NumUnit,3 mg,source_code_description,
NumUnit,WAVE,unit,['unit']
NumUnit,WAVE,source_code_description,
NumUnit,reduce to 3 mg,unit,['unit']
NumUnit,reduce to 3 mg,source_code_description,
NumUnit,WBC 11.55,unit,['unit']
NumUnit,WBC 11.55,source_code_description,
NumUnit,Up To/Per Day,unit,['unit']
NumUnit,Up To/Per Day,source_code_description,
NumUnit,24/week,unit,['unit']
NumUnit,24/week,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2005\FEB\9614.TIF|9,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2005\FEB\9614.TIF|9,source_code_description,
NumUnit,Depression score/21,unit,['unit']
NumUnit,Depression score/21,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2012\6\Document 761,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2012\6\Document 761,source_code_description,
NumUnit,5/6/6 alt,unit,['unit']
NumUnit,5/6/6 alt,source_code_description,
NumUnit,beer/day,unit,['unit']
NumUnit,beer/day,source_code_description,
NumUnit,amount not specified,unit,['unit']
NumUnit,amount not specified,source_code_description,
NumUnit,and a half months,unit,['unit']
NumUnit,and a half months,source_code_description,
NumUnit,Novartis,unit,['unit']
NumUnit,Novartis,source_code_description,
NumUnit,WBC 10.00,unit,['unit']
NumUnit,WBC 10.00,source_code_description,
NumUnit,roll up / day,unit,['unit']
NumUnit,roll up / day,source_code_description,
NumUnit,kU/L.,unit,['unit']
NumUnit,kU/L.,source_code_description,
NumUnit,cans/weekly,unit,['unit']
NumUnit,cans/weekly,source_code_description,
NumUnit,/2018,unit,['unit']
NumUnit,/2018,source_code_description,
NumUnit,1311,unit,['unit']
NumUnit,1311,source_code_description,
NumUnit,L mmol/,unit,['unit']
NumUnit,L mmol/,source_code_description,
NumUnit,May-21,unit,['unit']
NumUnit,May-21,source_code_description,
NumUnit,Â¬Â¬,unit,['unit']
NumUnit,Â¬Â¬,source_code_description,
NumUnit,mmmoll,unit,['unit']
NumUnit,mmmoll,source_code_description,
NumUnit,WBC 12.69,unit,['unit']
NumUnit,WBC 12.69,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2010\FEB\168775.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2010\FEB\168775.TIF,source_code_description,
NumUnit,10/9 l(20.6%),unit,['unit']
NumUnit,10/9 l(20.6%),source_code_description,billion per liter
NumUnit,20/20,unit,['unit']
NumUnit,20/20,source_code_description,
NumUnit,ounces/per week,unit,['unit']
NumUnit,ounces/per week,source_code_description,
NumUnit,u / month,unit,['unit']
NumUnit,u / month,source_code_description,
NumUnit,1992,unit,['unit']
NumUnit,1992,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2007\NOV\69296.TIF|,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2007\NOV\69296.TIF|,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2012\JUN\273786.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2012\JUN\273786.TIF,source_code_description,
NumUnit,x10^9/l(33.0%),unit,['unit']
NumUnit,x10^9/l(33.0%),source_code_description,billion per liter
NumUnit,x10^9/l(62.4%),unit,['unit']
NumUnit,x10^9/l(62.4%),source_code_description,billion per liter
NumUnit,x10^9/l(32.3%),unit,['unit']
NumUnit,x10^9/l(32.3%),source_code_description,billion per liter
NumUnit,drinks monthly,unit,['unit']
NumUnit,drinks monthly,source_code_description,
NumUnit,pts/day,unit,['unit']
NumUnit,pts/day,source_code_description,
NumUnit,-95%,unit,['unit']
NumUnit,-95%,source_code_description,
NumUnit,eu measure,unit,['unit']
NumUnit,eu measure,source_code_description,
NumUnit,10/9 l(26.3%),unit,['unit']
NumUnit,10/9 l(26.3%),source_code_description,billion per liter
NumUnit,WBC 150,unit,['unit']
NumUnit,WBC 150,source_code_description,
NumUnit,Sample: virus identified,unit,['unit']
NumUnit,Sample: virus identified,source_code_description,
NumUnit,tooth,unit,['unit']
NumUnit,tooth,source_code_description,
NumUnit,Liters Vodka a /day,unit,['unit']
NumUnit,Liters Vodka a /day,source_code_description,
NumUnit,10/9 l(8.32%),unit,['unit']
NumUnit,10/9 l(8.32%),source_code_description,billion per liter
NumUnit,wkend,unit,['unit']
NumUnit,wkend,source_code_description,
NumUnit,1358,unit,['unit']
NumUnit,1358,source_code_description,
NumUnit,PACK /WEEK,unit,['unit']
NumUnit,PACK /WEEK,source_code_description,
NumUnit,m/2,unit,['unit']
NumUnit,m/2,source_code_description,
NumUnit,Nut mix RAST test,unit,['unit']
NumUnit,Nut mix RAST test,source_code_description,
NumUnit,U/ 3 months,unit,['unit']
NumUnit,U/ 3 months,source_code_description,
NumUnit,iu./L,unit,['unit']
NumUnit,iu./L,source_code_description,
NumUnit,unit a week,unit,['unit']
NumUnit,unit a week,source_code_description,
NumUnit,WBC 8.62,unit,['unit']
NumUnit,WBC 8.62,source_code_description,
NumUnit,week approximately,unit,['unit']
NumUnit,week approximately,source_code_description,
NumUnit,44.6,unit,['unit']
NumUnit,44.6,source_code_description,
NumUnit,no. of straws,unit,['unit']
NumUnit,no. of straws,source_code_description,
NumUnit,2992,unit,['unit']
NumUnit,2992,source_code_description,
NumUnit,pints/weekend,unit,['unit']
NumUnit,pints/weekend,source_code_description,
NumUnit,10/9 l(46.1%),unit,['unit']
NumUnit,10/9 l(46.1%),source_code_description,billion per liter
NumUnit,6mmol/L,unit,['unit']
NumUnit,6mmol/L,source_code_description,millimole per liter
NumUnit,few  years,unit,['unit']
NumUnit,few  years,source_code_description,
NumUnit,rolled a day,unit,['unit']
NumUnit,rolled a day,source_code_description,
NumUnit,25x10^9/L,unit,['unit']
NumUnit,25x10^9/L,source_code_description,billion per liter
NumUnit,STOP THEN 2MG MON,unit,['unit']
NumUnit,STOP THEN 2MG MON,source_code_description,
NumUnit,10/9 l(.815%),unit,['unit']
NumUnit,10/9 l(.815%),source_code_description,billion per liter
NumUnit,WBC 28.88,unit,['unit']
NumUnit,WBC 28.88,source_code_description,
NumUnit,10/9 l(.365%),unit,['unit']
NumUnit,10/9 l(.365%),source_code_description,billion per liter
NumUnit,same 2 mg,unit,['unit']
NumUnit,same 2 mg,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2010\JUL\185844.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2010\JUL\185844.TIF,source_code_description,
NumUnit,x10^9/l(79.4%),unit,['unit']
NumUnit,x10^9/l(79.4%),source_code_description,billion per liter
NumUnit,10/9 l(.71%),unit,['unit']
NumUnit,10/9 l(.71%),source_code_description,billion per liter
NumUnit,mmol/l at 1 hr,unit,['unit']
NumUnit,mmol/l at 1 hr,source_code_description,
NumUnit,1916F3843,unit,['unit']
NumUnit,1916F3843,source_code_description,
NumUnit,2.5g,unit,['unit']
NumUnit,2.5g,source_code_description,
NumUnit,% HBA,unit,['unit']
NumUnit,% HBA,source_code_description,percent
NumUnit,states no ides,unit,['unit']
NumUnit,states no ides,source_code_description,
NumUnit,Pipefuls,unit,['unit']
NumUnit,Pipefuls,source_code_description,
NumUnit,g/8 weeks,unit,['unit']
NumUnit,g/8 weeks,source_code_description,
NumUnit,microgram per/L,unit,['unit']
NumUnit,microgram per/L,source_code_description,
NumUnit,WBC 12.47,unit,['unit']
NumUnit,WBC 12.47,source_code_description,
NumUnit,/UoM,unit,['unit']
NumUnit,/UoM,source_code_description,
NumUnit,glass/daily,unit,['unit']
NumUnit,glass/daily,source_code_description,
NumUnit,g tobacco a day,unit,['unit']
NumUnit,g tobacco a day,source_code_description,
NumUnit,0-1/day,unit,['unit']
NumUnit,0-1/day,source_code_description,
NumUnit,since May,unit,['unit']
NumUnit,since May,source_code_description,
NumUnit,/5month,unit,['unit']
NumUnit,/5month,source_code_description,
NumUnit,Bottles of whisky,unit,['unit']
NumUnit,Bottles of whisky,source_code_description,
NumUnit,a/day5,unit,['unit']
NumUnit,a/day5,source_code_description,
NumUnit,10/9 l(7.02%),unit,['unit']
NumUnit,10/9 l(7.02%),source_code_description,billion per liter
NumUnit,Serum bilirubin borderline,unit,['unit']
NumUnit,Serum bilirubin borderline,source_code_description,
NumUnit,bpm/reg,unit,['unit']
NumUnit,bpm/reg,source_code_description,heartbeat
NumUnit,/pipe,unit,['unit']
NumUnit,/pipe,source_code_description,
NumUnit,months 2/3,unit,['unit']
NumUnit,months 2/3,source_code_description,
NumUnit,b],unit,['unit']
NumUnit,b],source_code_description,
NumUnit,PART TIME,unit,['unit']
NumUnit,PART TIME,source_code_description,
NumUnit,nmol/L/mmol,unit,['unit']
NumUnit,nmol/L/mmol,source_code_description,
NumUnit,30/10/2014,unit,['unit']
NumUnit,30/10/2014,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2006\JUN\12200.TIF|,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2006\JUN\12200.TIF|,source_code_description,
NumUnit,10/9 l(42.3%),unit,['unit']
NumUnit,10/9 l(42.3%),source_code_description,billion per liter
NumUnit,136/85,unit,['unit']
NumUnit,136/85,source_code_description,
NumUnit,Hours a month,unit,['unit']
NumUnit,Hours a month,source_code_description,
NumUnit,X 109L,unit,['unit']
NumUnit,X 109L,source_code_description,
NumUnit,timess/month,unit,['unit']
NumUnit,timess/month,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2004\JUL\5791.TIF|5,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2004\JUL\5791.TIF|5,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2006\MAR\1823.TIF|1,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2006\MAR\1823.TIF|1,source_code_description,
NumUnit,ONLY SOCIALLY,unit,['unit']
NumUnit,ONLY SOCIALLY,source_code_description,
NumUnit,umol/mol haemoglobin,unit,['unit']
NumUnit,umol/mol haemoglobin,source_code_description,
NumUnit,one times/week,unit,['unit']
NumUnit,one times/week,source_code_description,
NumUnit,84 beats/min,unit,['unit']
NumUnit,84 beats/min,source_code_description,heartbeat
NumUnit,155/84,unit,['unit']
NumUnit,155/84,source_code_description,
NumUnit,10/9 l(35.6%),unit,['unit']
NumUnit,10/9 l(35.6%),source_code_description,billion per liter
NumUnit,AFP MOM,unit,['unit']
NumUnit,AFP MOM,source_code_description,
NumUnit,x10^9/l(63.3%),unit,['unit']
NumUnit,x10^9/l(63.3%),source_code_description,billion per liter
NumUnit,2 weekly.,unit,['unit']
NumUnit,2 weekly.,source_code_description,
NumUnit,3-4 times a week,unit,['unit']
NumUnit,3-4 times a week,source_code_description,
NumUnit,10/9 l(19.0%),unit,['unit']
NumUnit,10/9 l(19.0%),source_code_description,billion per liter
NumUnit,ratio mmol/l,unit,['unit']
NumUnit,ratio mmol/l,source_code_description,
NumUnit,times/2-3 monthly,unit,['unit']
NumUnit,times/2-3 monthly,source_code_description,
NumUnit,CSF: protein level NOS,unit,['unit']
NumUnit,CSF: protein level NOS,source_code_description,
NumUnit,Hepatitis B screening test,unit,['unit']
NumUnit,Hepatitis B screening test,source_code_description,
NumUnit,mi/,unit,['unit']
NumUnit,mi/,source_code_description,
NumUnit,1-2 times a day,unit,['unit']
NumUnit,1-2 times a day,source_code_description,
NumUnit,/month or so,unit,['unit']
NumUnit,/month or so,source_code_description,
NumUnit,few hours,unit,['unit']
NumUnit,few hours,source_code_description,
NumUnit,hour & min,unit,['unit']
NumUnit,hour & min,source_code_description,
NumUnit,one off,unit,['unit']
NumUnit,one off,source_code_description,
NumUnit,1 per mth,unit,['unit']
NumUnit,1 per mth,source_code_description,
NumUnit,10days,unit,['unit']
NumUnit,10days,source_code_description,
NumUnit,- 120 bpm,unit,['unit']
NumUnit,- 120 bpm,source_code_description,heartbeat
NumUnit,times in last 6month,unit,['unit']
NumUnit,times in last 6month,source_code_description,
NumUnit,0 U/ week,unit,['unit']
NumUnit,0 U/ week,source_code_description,
NumUnit,cans lager/week,unit,['unit']
NumUnit,cans lager/week,source_code_description,
NumUnit,/STAIRS,unit,['unit']
NumUnit,/STAIRS,source_code_description,
NumUnit,mg/m2,unit,['unit']
NumUnit,mg/m2,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2012\FEB\257990.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2012\FEB\257990.TIF,source_code_description,
NumUnit,WBC 10.09,unit,['unit']
NumUnit,WBC 10.09,source_code_description,
NumUnit,fornightly,unit,['unit']
NumUnit,fornightly,source_code_description,
NumUnit,/since moved to home,unit,['unit']
NumUnit,/since moved to home,source_code_description,
NumUnit,133 - 145,unit,['unit']
NumUnit,133 - 145,source_code_description,
NumUnit,mg/Lm,unit,['unit']
NumUnit,mg/Lm,source_code_description,
NumUnit,(0.8 - 0.21),unit,['unit']
NumUnit,(0.8 - 0.21),source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2003\AUG\723.TIF|72,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2003\AUG\723.TIF|72,source_code_description,
NumUnit,2.14,unit,['unit']
NumUnit,2.14,source_code_description,
NumUnit,U/monht,unit,['unit']
NumUnit,U/monht,source_code_description,
NumUnit,mPa/s 1.50 - 1.72,unit,['unit']
NumUnit,mPa/s 1.50 - 1.72,source_code_description,
NumUnit,70+,unit,['unit']
NumUnit,70+,source_code_description,
NumUnit,WBC 13.98,unit,['unit']
NumUnit,WBC 13.98,source_code_description,
NumUnit,1044,unit,['unit']
NumUnit,1044,source_code_description,
NumUnit,u.month,unit,['unit']
NumUnit,u.month,source_code_description,
NumUnit,times/recently,unit,['unit']
NumUnit,times/recently,source_code_description,
NumUnit,Faeces colour: NOS,unit,['unit']
NumUnit,Faeces colour: NOS,source_code_description,
NumUnit,/122,unit,['unit']
NumUnit,/122,source_code_description,
NumUnit,10/9 l(7.03),unit,['unit']
NumUnit,10/9 l(7.03),source_code_description,billion per liter
NumUnit,down to 2.5 mg,unit,['unit']
NumUnit,down to 2.5 mg,source_code_description,
NumUnit,Sep-22,unit,['unit']
NumUnit,Sep-22,source_code_description,
NumUnit,getting more painful,unit,['unit']
NumUnit,getting more painful,source_code_description,
NumUnit,ltrs vodka/Wk,unit,['unit']
NumUnit,ltrs vodka/Wk,source_code_description,
NumUnit,daily rolls own,unit,['unit']
NumUnit,daily rolls own,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2012\JUL\doc2005021,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2012\JUL\doc2005021,source_code_description,
NumUnit,12.2018,unit,['unit']
NumUnit,12.2018,source_code_description,
NumUnit,10/9 l(4.84%),unit,['unit']
NumUnit,10/9 l(4.84%),source_code_description,billion per liter
NumUnit,thursday,unit,['unit']
NumUnit,thursday,source_code_description,
NumUnit,~ x %,unit,['unit']
NumUnit,~ x %,source_code_description,percent
NumUnit,10/9 l(6.83%),unit,['unit']
NumUnit,10/9 l(6.83%),source_code_description,billion per liter
NumUnit,1396,unit,['unit']
NumUnit,1396,source_code_description,
NumUnit,WBC 18.83,unit,['unit']
NumUnit,WBC 18.83,source_code_description,
NumUnit,nmol/g(Hb)/h,unit,['unit']
NumUnit,nmol/g(Hb)/h,source_code_description,
NumUnit,miul/ml,unit,['unit']
NumUnit,miul/ml,source_code_description,
NumUnit,mg/nmo,unit,['unit']
NumUnit,mg/nmo,source_code_description,
NumUnit,10/9 l(8.93%),unit,['unit']
NumUnit,10/9 l(8.93%),source_code_description,billion per liter
NumUnit,`inches,unit,['unit']
NumUnit,`inches,source_code_description,
NumUnit,2452,unit,['unit']
NumUnit,2452,source_code_description,
NumUnit,\35,unit,['unit']
NumUnit,\35,source_code_description,
NumUnit,duration,unit,['unit']
NumUnit,duration,source_code_description,
NumUnit,weekend's,unit,['unit']
NumUnit,weekend's,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2010\MAY\178393.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2010\MAY\178393.TIF,source_code_description,
NumUnit,pipe fills,unit,['unit']
NumUnit,pipe fills,source_code_description,
NumUnit,ml vape,unit,['unit']
NumUnit,ml vape,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2009\SEP\150398.TIF,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2009\SEP\150398.TIF,source_code_description,
NumUnit,down to 7.5 mg,unit,['unit']
NumUnit,down to 7.5 mg,source_code_description,
NumUnit,Hip joint synovial fluid,unit,['unit']
NumUnit,Hip joint synovial fluid,source_code_description,
NumUnit,(1-3),unit,['unit']
NumUnit,(1-3),source_code_description,
NumUnit,10/9 l(2.76),unit,['unit']
NumUnit,10/9 l(2.76),source_code_description,billion per liter
NumUnit,10-15 per day,unit,['unit']
NumUnit,10-15 per day,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2005\APR\10414.TIF|,unit,['unit']
NumUnit,\meddata\s6000\document\Apollo\2005\APR\10414.TIF|,source_code_description,
NumUnit,exp - 3-17,unit,['unit']
NumUnit,exp - 3-17,source_code_description,
NumUnit,20-30 U/week,unit,['unit']
NumUnit,20-30 U/week,source_code_description,
NumUnit,\meddata\s6000\document\Apollo\2009\NOV\SCAN4419.T,unit,['unit']
